Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
0,1.6,4,25,3,9.0,7.1,8.1,35,191
12,3.5,6,15,3,14.7,10.2,12.7,22,298
12,3.5,6,15,3,14.7,10.7,12.9,22,303
12,3.5,6,15,3,15.7,11.2,13.7,21,322
0,1.0,3,15,3,8.5,5.9,7.3,39,171
0,1.0,3,25,3,7.8,5.7,6.8,42,160
0,2.0,4,8,3,8.9,6.0,7.6,37,178
0,2.0,4,8,1,11.9,8.3,10.3,27,170
0,2.0,4,15,3,9.0,6.2,7.8,36,183
0,2.0,4,15,1,12.1,8.6,10.5,27,175
0,2.0,4,24,3,9.2,6.6,8.0,35,188
0,2.0,4,24,1,12.3,8.9,10.8,26,179
2,2.3,4,25,4,12.1,9.3,10.9,26,255
2,2.0,4,25,3,10.5,7.7,9.2,31,217
2,1.5,4,15,3,9.9,6.5,8.4,34,197
2,1.5,4,15,3,9.4,6.3,8.0,35,188
2,2.0,4,15,3,10.5,7.0,8.9,32,210
2,2.5,4,15,3,10.5,6.9,8.9,32,209
2,2.0,4,15,3,10.8,7.5,9.3,30,220
2,2.0,4,19,3,5.4,5.7,5.5,51,130
10,2.3,4,15,3,11.0,7.4,9.4,30,219
10,2.3,4,25,3,10.6,7.6,9.2,31,217
10,3.7,6,15,3,12.6,8.5,10.7,26,253
10,3.7,6,25,3,13.6,8.4,11.2,25,264
10,5.0,8,15,3,14.9,9.5,12.4,23,292
10,5.0,8,25,3,15.5,9.4,12.7,22,298
10,2.3,4,15,3,11.6,8.0,10.0,28,234
10,5.0,8,15,3,15.4,10.0,13.0,22,304
10,5.2,8,25,4,16.9,11.0,14.2,20,334
15,3.5,6,15,3,16.1,12.7,14.6,19,342
15,3.7,6,15,3,16.8,13.2,15.2,19,356
15,3.7,6,15,1,23.1,18.6,21.0,13,345
1,2.0,4,15,3,11.8,8.1,10.1,28,237
1,3.5,6,15,3,13.1,8.7,11.1,25,260
1,3.5,6,15,1,17.6,11.6,14.9,19,248
1,3.5,6,15,3,14.7,9.8,12.5,23,293
1,3.5,6,15,3,13.6,9.8,12.4,23,291
1,3.5,6,15,1,18.7,13.3,16.3,17,271
7,1.6,4,15,3,10.8,8.0,9.5,30,223
7,2.5,4,15,3,11.9,8.6,10.4,27,243
7,2.5,4,15,1,16.1,11.8,14.2,20,233
7,2.5,4,15,3,12.4,8.7,10.7,26,252
7,2.5,4,15,1,16.8,12.0,14.6,19,240
6,6.2,8,5,4,16.1,11.4,14.0,20,327
12,6.2,8,5,4,15.9,11.1,13.8,20,323
12,6.2,8,5,4,16.4,11.7,14.3,20,334
2,2.4,4,25,3,10.3,7.2,8.9,32,207
2,3.5,6,15,3,11.4,7.3,9.5,30,223
2,3.5,6,25,3,12.9,8.3,10.9,26,253
2,2.4,4,19,3,8.6,6.4,7.6,37,177
2,3.5,6,3,3,11.3,7.0,9.4,30,219
2,2.4,4,22,3,9.1,6.8,8.0,35,187
0,1.5,4,19,3,7.5,5.6,6.7,42,155
0,2.0,4,19,3,7.8,5.8,6.9,41,162
0,2.0,4,25,3,8.9,6.1,7.7,37,179
2,1.5,4,19,3,7.6,5.5,6.7,42,157
2,2.0,4,19,3,7.8,5.8,6.9,41,162
2,2.0,4,25,3,8.8,5.9,7.5,38,176
11,2.4,4,19,3,8.8,6.9,7.9,36,186
11,2.4,4,19,3,9.5,7.5,8.6,33,202
13,1.5,4,22,3,7.0,6.4,6.8,42,157
13,1.5,4,25,3,7.9,6.5,7.3,39,169
9,1.5,4,19,3,7.0,5.7,6.4,44,150
9,1.5,4,22,3,7.3,6.1,6.8,42,158
9,1.5,4,25,3,8.1,6.4,7.3,39,171
11,1.8,4,19,3,8.3,6.7,7.6,37,177
11,1.8,4,22,3,8.3,6.7,7.6,37,177
11,1.8,4,25,3,9.3,7.0,8.3,34,193
11,1.8,4,19,3,8.8,7.2,8.1,35,190
11,1.8,4,22,3,8.8,7.2,8.1,35,190
4,3.5,6,3,3,12.3,8.5,10.6,27,250
11,3.5,6,3,3,12.4,8.8,10.8,26,253
11,3.5,6,3,3,13.0,9.3,11.3,25,265
11,3.5,6,18,3,12.4,9.3,11.0,26,257
0,1.6,4,15,3,8.9,6.3,7.7,37,179
0,1.6,4,25,3,8.7,6.3,7.6,37,176
2,1.8,4,15,3,8.5,6.3,7.5,38,176
2,1.8,4,25,3,8.8,6.4,7.7,37,180
2,2.0,4,15,3,9.7,6.7,8.3,34,194
2,2.0,4,25,3,9.8,7.0,8.5,33,198
2,2.0,4,15,3,9.8,7.2,8.6,33,203
2,2.0,4,25,3,9.8,7.1,8.6,33,202
1,5.0,8,17,4,15.8,10.2,13.3,21,312
1,3.8,6,17,3,14.4,9.4,12.1,23,285
1,5.0,8,17,4,17.3,10.5,14.2,20,332
10,3.8,6,17,4,14.4,9.5,12.2,23,284
10,3.8,6,25,4,14.1,9.6,12.1,23,283
11,3.3,6,15,3,12.9,9.4,11.3,25,265
11,3.3,6,15,3,13.0,9.7,11.5,25,269
11,2.4,4,15,3,11.7,8.7,10.3,27,239
11,2.0,4,15,3,12.9,9.7,11.5,25,266
11,2.4,4,15,3,12.5,9.3,11.1,25,257
11,3.3,6,15,3,13.9,10.8,12.5,23,295
1,2.0,4,15,3,10.4,7.4,9.1,31,214
1,2.4,4,15,3,9.4,6.5,8.1,35,191
1,2.4,4,15,3,10.0,7.0,8.6,33,204
2,2.0,4,8,3,5.9,5.3,5.6,50,133
2,2.0,4,8,3,6.0,5.5,5.8,49,136
11,2.0,4,15,3,10.1,7.6,9.0,31,211
11,1.6,4,9,3,9.9,8.4,9.2,31,219
11,2.0,4,15,3,11.0,9.0,10.1,28,240
0,1.6,4,8,3,8.3,6.5,7.5,38,177
0,1.6,4,25,3,8.8,6.7,7.8,36,186
0,1.6,4,8,3,8.9,7.1,8.1,35,191
0,1.6,4,25,3,9.4,7.0,8.3,34,197
2,2.0,4,16,4,10.2,7.7,9.1,31,214
2,3.0,6,16,4,12.1,8.1,10.3,27,242
2,2.0,4,16,4,10.6,8.4,9.6,29,226
2,3.0,6,16,4,12.3,8.5,10.6,27,249
2,3.0,6,16,4,12.9,9.0,11.1,25,262
2,3.0,6,16,4,11.8,8.8,10.5,27,247
2,3.0,6,16,4,12.3,9.1,10.8,26,256
0,3.5,6,16,4,8.4,6.9,7.7,37,181
0,3.5,6,16,4,8.7,7.6,8.2,34,193
2,3.7,6,16,4,13.2,9.7,11.6,24,274
2,5.6,8,16,4,14.9,10.2,12.8,22,300
2,3.5,6,16,4,8.0,6.9,7.5,38,177
9,3.7,6,16,4,13.7,9.7,11.9,24,279
11,3.5,6,22,4,11.8,8.5,10.3,27,242
11,3.5,6,22,4,12.2,8.9,10.7,26,252
12,2.5,4,22,3,8.9,8.4,8.7,32,204
11,3.7,6,16,4,14.5,10.7,12.8,22,301
12,5.6,8,16,4,17.4,12.2,15.1,19,354
13,3.0,6,17,4,12.1,8.5,10.5,27,246
13,3.0,6,25,4,14.9,9.8,12.6,22,296
13,5.0,8,17,4,15.0,10.2,12.8,22,302
13,5.0,8,17,4,15.7,10.4,13.3,21,311
13,5.0,8,15,4,15.7,10.4,13.3,21,311
13,3.0,6,17,4,12.5,8.7,10.8,26,254
13,3.0,6,25,4,15.3,9.9,12.9,22,302
13,3.0,6,17,4,13.0,9.1,11.3,25,264
2,3.0,6,17,4,11.9,8.3,10.3,27,241
1,3.0,6,17,4,14.0,8.9,11.7,24,275
1,3.0,6,17,4,14.1,9.3,11.9,24,279
1,5.0,8,17,4,15.8,10.2,13.3,21,313
11,2.4,4,6,3,10.9,7.7,9.5,30,223
11,2.4,4,6,1,15.2,10.2,12.9,22,213
11,3.2,6,6,3,11.4,8.1,9.9,29,233
11,2.4,4,6,3,11.3,8.3,10.0,28,233
11,2.4,4,6,1,15.9,11.0,13.7,21,226
11,3.2,6,6,3,11.6,8.5,10.2,28,240
11,2.4,4,6,3,11.4,8.6,10.1,28,238
11,3.2,6,6,3,12.5,8.9,10.9,26,256
11,2.4,4,6,3,12.1,9.4,10.9,26,255
11,3.2,6,6,3,12.2,9.0,10.8,26,253
11,2.0,4,19,3,10.8,8.9,10.0,28,234
11,2.0,4,24,3,10.3,7.8,9.2,31,214
11,2.4,4,3,3,11.2,8.6,10.0,28,235
11,2.4,4,24,3,10.2,8.2,9.3,30,218
11,2.4,4,3,3,11.7,9.1,10.5,27,248
11,2.4,4,24,3,10.6,8.6,9.7,29,228
11,2.4,4,19,3,11.7,10.3,11.1,25,259
12,6.4,8,5,4,18.5,12.6,15.8,18,370
11,1.4,4,25,3,9.9,7.5,8.8,32,207
11,2.4,4,6,3,10.8,7.7,9.4,30,220
11,2.4,4,6,1,14.2,9.9,12.2,23,201
11,1.4,4,25,3,9.9,7.5,8.8,32,203
11,2.4,4,6,3,11.2,8.0,9.8,29,229
11,3.6,6,2,3,14.1,11.1,12.8,22,299
11,3.6,6,25,3,14.2,11.0,12.8,22,299
11,3.6,6,2,3,14.8,11.7,13.4,21,314
11,3.6,6,25,3,15.0,11.4,13.4,21,312
1,3.3,6,15,3,12.7,8.4,10.7,26,251
2,1.8,4,15,3,8.9,6.1,7.6,37,179
2,1.8,4,25,3,9.3,6.3,7.9,36,186
2,2.0,4,15,3,9.7,6.7,8.3,34,196
2,2.0,4,25,3,9.8,6.9,8.5,33,198
1,1.6,4,15,3,11.1,8.0,9.7,29,228
1,1.6,4,25,3,11.1,8.2,9.8,29,227
1,2.0,4,15,3,9.5,7.2,8.5,33,199
1,2.0,4,25,3,9.7,6.9,8.4,34,197
0,1.6,4,15,3,10.6,7.8,9.4,30,218
0,1.6,4,25,3,10.8,8.1,9.6,29,222
0,2.0,4,15,3,9.7,7.1,8.6,33,200
0,2.0,4,25,3,10.0,7.4,8.8,32,206
1,3.8,6,17,3,13.9,9.2,11.8,24,278
1,5.0,8,17,3,15.6,10.6,13.4,21,318
1,1.6,4,9,3,8.4,6.1,7.4,38,175
1,2.0,4,15,3,10.9,7.4,9.3,30,222
1,2.4,4,15,3,9.4,6.5,8.1,35,193
2,2.4,4,8,3,6.6,5.9,6.3,45,147
2,2.4,4,8,3,6.7,6.1,6.4,44,150
0,1.6,4,15,3,8.7,6.3,7.7,37,178
0,1.6,4,25,3,8.8,6.4,7.7,37,179
8,2.0,4,15,3,10.1,7.6,9.0,31,214
8,2.0,4,25,3,10.4,7.8,9.3,30,220
4,3.3,6,15,3,13.2,9.7,11.6,24,275
4,3.3,6,15,3,12.9,9.5,11.4,25,269
4,3.3,6,15,3,14.2,10.5,12.5,23,296
11,2.0,4,15,3,11.7,8.6,10.3,27,245
11,2.4,4,15,3,11.1,8.2,9.8,29,233
11,2.0,4,15,3,12.3,9.3,10.9,26,259
11,2.4,4,15,3,11.4,9.2,10.4,27,245
11,3.3,6,15,3,13.4,9.4,11.6,24,275
9,1.6,4,15,3,9.8,7.8,8.9,32,206
9,1.6,4,25,3,9.9,7.8,9.0,31,208
9,2.0,4,15,3,9.8,7.5,8.8,32,208
9,2.0,4,15,3,9.7,7.7,8.8,32,208
11,2.4,4,15,3,11.4,8.3,10.0,28,231
11,2.4,4,25,3,12.9,9.2,11.3,25,261
11,2.0,4,15,3,12.6,9.7,11.3,25,261
11,2.4,4,15,3,12.0,9.3,10.8,26,251
13,6.5,12,9,4,22.2,12.7,17.9,16,420
13,6.5,12,9,4,23.6,14.1,19.3,15,452
13,5.2,10,9,4,16.4,11.4,14.2,20,331
13,5.2,10,9,4,16.9,11.8,14.6,19,340
11,2.0,4,18,4,11.9,9.0,10.6,27,248
12,3.0,6,17,4,16.2,12.1,14.3,20,336
12,3.0,6,17,4,14.2,10.2,12.4,23,291
12,3.0,6,17,0,10.6,8.1,9.4,30,254
12,5.0,8,17,4,17.2,12.5,15.1,19,356
12,5.0,8,17,4,16.6,12.3,14.7,19,344
11,2.0,4,18,4,11.3,7.9,9.7,29,229
0,1.8,4,19,3,5.5,5.9,5.7,50,132
2,2.5,4,21,3,5.8,6.1,5.9,48,139
2,3.5,6,15,3,11.4,7.6,9.7,29,225
2,2.0,4,17,4,10.6,7.2,9.0,31,212
2,2.0,4,17,4,11.3,7.8,9.7,29,227
2,3.5,6,17,4,11.9,8.1,10.2,28,237
2,3.5,6,15,4,12.4,9.0,10.9,26,254
2,3.5,6,17,4,12.5,8.6,10.7,26,251
2,3.5,6,23,4,8.1,6.9,7.6,37,177
0,5.0,8,17,4,14.9,9.7,12.5,23,293
12,4.6,8,15,4,15.7,11.7,13.9,20,322
0,2.0,4,17,4,10.6,7.2,9.0,31,212
0,3.5,6,15,4,12.6,9.2,11.1,25,258
0,3.5,6,17,4,12.3,8.5,10.6,27,246
2,4.6,8,17,4,14.4,9.6,12.3,23,286
2,4.6,8,17,4,15.2,10.2,12.9,22,303
2,5.0,8,23,4,12.7,10.1,11.5,25,268
12,5.7,8,17,4,18.3,12.9,15.9,18,371
11,2.0,4,15,4,10.6,8.4,9.6,29,225
11,2.0,4,15,4,10.8,8.8,9.9,29,231
11,2.5,4,21,3,7.1,7.7,7.4,38,172
10,2.0,4,17,4,10.6,7.4,9.0,31,214
10,3.5,6,15,4,12.6,9.2,11.1,25,258
10,3.5,6,17,4,12.3,8.5,10.6,27,246
10,5.0,8,17,4,15.2,9.5,12.6,22,289
11,3.5,6,17,3,12.2,8.9,10.7,26,251
12,3.5,6,21,4,7.7,8.2,8.0,35,186
11,2.0,4,15,3,12.4,9.0,10.9,26,256
11,2.3,4,15,3,12.8,9.1,11.1,25,261
1,3.7,6,15,3,14.2,9.8,12.2,23,287
7,2.0,4,15,3,13.1,9.4,11.4,25,268
7,3.7,6,3,3,14.7,10.2,12.7,22,298
11,2.7,6,15,3,14.1,9.7,12.1,23,283
11,3.7,6,15,3,14.4,10.3,12.5,23,293
2,3.7,6,15,3,12.8,8.7,10.9,26,257
2,3.7,6,15,3,13.8,9.7,11.9,24,279
2,2.0,4,19,3,5.7,6.0,5.8,49,136
12,3.5,6,15,3,16.1,12.4,14.4,20,339
2,3.0,6,17,4,14.1,9.8,12.2,23,286
2,3.0,6,17,4,14.5,10.0,12.5,23,293
2,3.0,6,17,4,15.0,10.0,12.6,22,295
10,4.7,8,15,4,18.2,11.4,15.1,19,357
10,4.7,8,15,4,18.2,11.6,15.2,19,360
1,3.8,8,17,4,16.2,11.0,14.0,20,322
1,3.0,6,17,4,15.2,10.2,12.9,22,300
1,3.0,6,17,4,15.1,10.2,12.9,22,302
0,2.0,4,15,3,8.2,6.7,7.6,37,179
0,2.0,4,15,3,8.8,7.3,8.1,35,189
11,2.0,4,15,3,9.0,7.3,8.2,34,192
11,2.5,4,15,3,8.9,7.1,8.1,35,190
11,2.0,4,25,3,9.0,6.8,8.0,35,188
11,2.0,4,15,3,9.3,7.6,8.5,33,199
11,2.5,4,15,3,9.8,7.9,9.0,31,210
0,2.0,4,15,3,7.9,5.7,6.9,41,162
0,2.0,4,25,3,8.0,5.8,7.0,40,165
0,2.5,4,15,3,8.4,6.1,7.4,38,173
0,2.5,4,15,3,8.2,5.9,7.2,39,169
0,2.5,4,25,3,9.3,6.4,8.0,35,189
2,2.0,4,15,3,8.0,5.9,7.0,40,165
2,2.0,4,25,3,8.2,5.9,7.1,40,167
2,2.5,4,15,3,8.7,6.5,7.7,37,182
2,2.5,4,15,3,8.2,6.0,7.2,39,170
2,2.5,4,25,3,9.2,6.6,8.1,35,190
4,2.5,4,14,3,10.8,8.3,9.7,29,226
4,2.5,4,25,3,11.1,8.3,9.8,29,229
2,2.5,4,15,3,8.8,6.1,7.6,37,178
2,2.5,4,15,3,8.5,5.9,7.3,39,171
2,2.5,4,25,3,9.4,6.4,8.1,35,188
13,2.0,4,15,4,8.9,6.5,7.8,36,183
13,2.0,4,25,4,8.8,6.9,7.8,36,183
0,4.0,8,16,4,13.4,9.6,11.7,24,268
0,2.0,4,16,4,10.2,7.7,9.1,31,214
0,5.5,8,16,4,15.1,10.8,13.1,22,308
2,5.5,8,16,4,15.3,10.8,13.3,21,310
8,5.5,8,16,4,15.2,11.0,13.3,21,310
12,5.5,8,16,4,20.0,16.6,18.5,15,417
12,6.0,12,16,4,24.3,17.9,21.4,13,476
12,5.5,8,16,4,18.2,14.0,16.3,17,369
11,2.0,4,16,4,10.3,8.1,9.3,30,216
12,5.5,8,16,4,17.3,13.5,15.6,18,366
12,5.5,8,16,4,17.2,12.8,15.2,19,363
13,4.0,8,9,4,14.5,10.8,12.8,22,303
1,5.5,8,16,4,15.7,10.1,13.2,21,313
0,5.5,8,16,4,15.3,10.2,13.0,22,313
1,6.0,12,16,4,18.5,11.8,15.5,18,361
0,6.0,12,16,4,18.0,11.3,15.0,19,355
13,5.5,8,16,4,14.7,9.5,12.4,23,298
13,6.0,12,16,4,16.7,11.2,14.2,20,335
13,5.5,8,16,4,12.4,8.5,10.6,27,252
2,2.0,4,16,4,9.2,6.6,8.0,35,188
2,2.0,4,16,4,10.0,7.5,8.9,32,206
0,2.0,4,16,4,10.1,7.8,9.0,31,212
0,3.0,6,16,4,11.1,9.6,10.4,27,231
0,2.0,4,16,4,9.4,6.4,8.1,35,188
0,2.0,4,16,4,9.8,7.1,8.6,33,198
0,2.0,4,16,1,13.1,9.8,11.6,24,198
0,3.0,6,16,4,12.2,8.8,10.7,26,252
0,4.7,8,16,4,13.7,9.3,11.7,24,277
2,2.1,4,16,0,8.6,6.0,7.4,38,200
2,3.5,6,16,4,11.9,8.2,10.2,28,240
2,3.0,6,16,4,12.0,8.5,10.4,27,244
10,3.0,6,16,4,11.8,8.4,10.2,28,239
8,3.0,6,16,4,12.4,8.9,10.8,26,253
10,3.0,6,16,4,11.5,8.1,10.0,28,233
2,4.7,8,16,4,12.9,9.6,11.4,25,270
10,4.7,8,16,4,13.7,9.2,11.7,24,275
10,4.7,8,16,4,13.4,8.9,11.4,25,268
12,5.5,8,16,4,19.0,16.5,17.9,16,401
12,3.0,6,16,0,13.6,10.0,12.0,24,322
12,3.0,6,16,4,15.2,12.6,14.0,20,298
12,4.7,8,16,4,17.5,13.1,15.5,18,365
11,2.0,4,16,4,9.8,7.4,8.7,32,203
12,3.0,6,6,0,10.1,8.0,9.2,31,246
12,3.0,6,6,0,10.4,8.2,9.4,30,253
12,3.0,6,16,4,13.3,10.4,12.0,24,282
12,3.0,6,6,4,13.6,10.2,12.0,24,281
12,4.7,8,16,4,16.2,11.8,14.2,20,335
1,6.0,12,16,4,18.2,11.7,15.3,18,359
7,2.0,4,16,4,10.8,9.5,10.2,28,233
7,2.0,4,16,4,11.5,10.2,10.9,26,248
2,3.0,6,16,4,12.6,8.6,10.8,26,253
2,4.7,8,16,4,14.7,9.1,12.2,23,294
1,4.7,8,16,4,14.8,9.8,12.5,23,287
0,4.7,8,16,4,14.4,9.8,12.3,23,289
1,6.0,12,16,4,17.3,11.0,14.5,19,340
13,4.7,8,16,4,14.6,9.6,12.3,23,289
13,2.0,4,6,4,9.6,7.3,8.5,33,199
13,3.5,6,16,4,11.1,8.1,9.8,29,229
10,1.5,3,15,4,8.7,6.6,7.7,37,181
10,1.5,3,25,4,8.4,6.0,7.3,39,172
10,1.5,3,25,4,8.2,6.0,7.2,39,170
2,1.5,3,15,4,9.4,7.0,8.3,34,195
2,1.5,3,25,4,9.5,6.6,8.2,34,194
3,1.5,3,15,4,8.7,6.6,7.7,37,181
3,1.5,3,25,4,8.2,6.0,7.2,39,170
10,2.0,4,15,4,9.2,7.0,8.2,34,193
10,2.0,4,25,4,10.0,7.0,8.7,32,203
2,2.0,4,15,4,9.7,7.0,8.5,33,198
2,2.0,4,25,4,10.6,7.4,9.2,31,215
3,2.0,4,15,4,9.7,7.0,8.5,33,198
3,2.0,4,25,4,10.0,7.0,8.7,32,203
0,1.6,4,15,4,10.1,7.7,9.0,31,212
0,1.6,4,25,4,9.4,7.6,8.6,33,201
10,2.0,4,15,4,9.4,7.5,8.5,33,199
10,2.0,4,25,4,10.4,7.7,9.2,31,214
0,2.0,4,21,3,8.6,6.8,7.8,36,181
0,2.0,4,24,3,9.6,7.0,8.4,34,198
0,2.4,4,21,3,9.8,7.6,8.8,32,204
0,2.4,4,24,3,10.5,7.7,9.2,31,217
0,2.4,4,21,3,10.2,7.8,9.1,31,210
9,2.0,4,21,3,9.2,7.1,8.3,34,191
9,2.0,4,24,3,9.9,7.2,8.7,32,203
0,1.2,3,19,3,6.4,5.3,5.9,48,139
0,1.2,3,24,3,7.0,5.6,6.3,45,147
11,2.4,4,21,3,9.2,7.5,8.4,34,193
11,2.4,4,21,3,9.7,8.1,9.0,31,207
11,3.0,6,15,4,11.9,8.5,10.4,27,238
11,2.0,4,21,3,9.6,7.6,8.7,32,202
11,2.0,4,24,3,10.3,8.0,9.3,30,214
11,2.4,4,21,3,10.5,8.6,9.6,29,223
13,3.7,6,16,4,12.6,9.2,11.1,25,260
13,3.7,6,25,4,13.3,9.3,11.5,25,269
13,3.7,6,16,4,13.1,9.6,11.5,25,270
13,3.7,6,25,4,13.6,9.7,11.8,24,278
2,2.5,4,19,3,8.7,6.0,7.5,38,176
2,3.5,6,22,3,10.3,7.4,9.0,31,212
2,2.5,4,22,3,8.9,6.3,7.7,37,181
5,2.5,4,2,3,13.6,10.4,12.1,23,285
5,2.5,4,24,3,12.2,10.2,11.3,25,266
5,4.0,6,2,3,14.8,10.3,12.7,22,300
5,4.0,6,2,3,15.7,11.3,13.7,21,322
5,4.0,6,25,3,15.0,11.2,13.3,21,313
10,3.8,6,8,4,14.3,10.5,12.6,22,294
9,1.6,4,22,4,8.5,7.2,7.9,36,186
9,1.6,4,25,4,8.5,6.9,7.8,36,183
9,1.6,4,22,4,8.8,7.5,8.2,34,194
9,1.6,4,25,4,8.9,7.5,8.3,34,194
9,1.6,4,23,4,9.4,8.1,8.8,32,208
2,3.5,6,22,4,10.9,7.8,9.5,30,223
0,1.6,4,1,3,8.8,6.6,7.8,36,184
0,1.6,4,24,3,8.6,6.6,7.7,37,182
8,3.5,6,22,3,11.0,8.2,9.8,29,230
8,3.5,6,22,3,11.2,8.3,9.9,29,232
11,3.5,6,19,3,11.9,8.6,10.4,27,245
11,3.5,6,19,3,12.1,8.9,10.7,26,251
11,3.5,6,19,3,12.7,9.0,11.0,26,258
11,2.5,4,19,3,9.1,7.1,8.2,34,194
11,2.5,4,19,3,9.5,7.4,8.6,33,201
2,1.8,4,19,3,8.0,6.1,7.2,39,167
2,1.8,4,25,3,8.9,6.6,7.9,36,184
2,1.6,4,19,3,7.5,6.0,6.8,42,161
2,1.6,4,24,3,8.6,6.5,7.6,37,179
3,3.4,6,9,4,11.6,8.4,10.1,28,238
3,3.4,6,26,4,12.3,8.6,10.6,27,249
3,3.4,6,9,4,11.5,8.4,10.1,28,236
3,3.4,6,26,4,12.3,8.7,10.7,26,251
3,3.8,6,9,4,12.7,9.0,11.0,26,259
3,3.8,6,26,4,12.9,9.0,11.2,25,262
3,3.8,6,9,4,12.7,9.2,11.1,25,260
3,3.8,6,26,4,13.4,9.3,11.6,24,272
3,3.8,6,9,4,11.9,8.7,10.5,27,245
3,3.8,6,26,4,12.4,8.7,10.7,26,252
3,3.8,6,9,4,12.2,8.7,10.6,27,250
3,3.8,6,26,4,12.5,8.9,10.9,26,255
3,3.4,6,9,4,11.7,8.5,10.2,28,240
3,3.4,6,9,4,11.9,8.8,10.5,27,246
3,3.4,6,26,4,12.5,9.0,10.9,26,257
3,3.8,6,26,4,13.0,9.2,11.3,25,265
3,3.8,6,9,4,13.1,9.4,11.4,25,268
3,3.8,6,9,4,12.2,8.9,10.7,26,251
3,3.8,6,26,4,12.7,8.9,11.0,26,258
3,3.8,6,9,4,12.5,9.1,11.0,26,257
3,3.8,6,26,4,12.9,9.2,11.2,25,262
13,3.8,6,9,4,16.0,11.5,14.0,20,329
13,4.0,6,9,4,16.3,11.8,14.3,20,334
3,3.4,6,9,4,12.3,8.9,10.8,26,253
3,3.4,6,26,4,12.9,9.0,11.1,25,261
3,3.8,6,9,4,12.8,9.3,11.2,25,260
3,3.8,6,26,4,13.1,9.2,11.4,25,267
3,3.8,6,9,4,13.7,9.6,11.9,24,278
13,2.7,6,9,4,10.7,7.4,9.2,31,217
13,2.7,6,25,4,11.5,7.9,9.9,29,232
13,3.4,6,9,4,10.9,7.7,9.5,30,222
13,3.4,6,25,4,12.1,8.9,10.7,26,250
13,3.4,6,9,4,11.3,7.9,9.8,29,230
13,3.4,6,25,4,11.9,8.6,10.4,27,245
13,3.8,6,25,4,13.1,9.9,11.6,24,272
12,3.6,6,5,4,13.5,9.7,11.8,24,277
12,3.0,6,5,0,11.2,8.4,9.8,29,270
12,3.6,6,5,4,14.8,10.4,12.8,22,300
12,4.8,8,5,4,16.7,11.2,14.2,20,334
12,4.8,8,5,4,16.9,11.2,14.3,20,336
13,3.8,6,25,4,13.3,10.1,11.8,24,277
11,3.0,6,4,4,13.7,10.3,12.2,23,285
11,3.6,6,4,4,14.2,10.1,12.3,23,287
1,3.6,6,9,4,12.9,8.4,10.9,26,255
1,4.8,8,9,4,15.1,9.7,12.7,22,298
1,3.0,6,9,4,13.4,8.8,11.4,25,267
1,3.6,6,9,4,13.1,8.7,11.1,25,262
1,3.0,6,9,4,13.7,8.9,11.5,25,271
1,4.8,8,9,4,15.3,9.7,12.8,22,300
1,4.8,8,9,4,15.4,9.8,12.9,22,303
6,3.6,6,5,3,13.9,9.5,11.9,24,279
6,3.6,6,5,1,19.4,13.6,16.8,17,279
6,3.6,6,5,3,12.9,9.3,11.3,25,264
6,5.7,8,3,3,17.1,12.0,14.8,19,348
6,5.7,8,5,3,15.8,10.9,13.6,21,319
6,3.0,6,5,0,11.6,8.4,10.2,28,272
6,3.0,6,5,0,11.3,8.0,9.8,29,264
6,3.6,6,5,3,14.6,10.1,12.6,22,294
6,3.6,6,5,1,20.5,14.5,17.8,16,296
6,5.7,8,3,3,17.7,12.7,15.4,18,362
6,5.7,8,5,3,16.2,11.5,14.1,20,330
6,3.0,6,5,0,12.1,8.8,10.6,27,283
7,2.4,4,6,3,11.2,8.1,9.8,29,231
1,6.6,12,17,4,19.2,12.4,16.1,18,373
1,6.7,12,17,4,20.9,12.7,17.2,16,403
1,6.7,12,17,4,20.7,12.9,17.2,16,404
0,6.7,12,17,4,20.9,12.7,17.2,16,403
0,6.7,12,17,4,20.7,12.9,17.2,16,404
2,6.6,12,17,4,18.8,11.8,15.6,18,367
3,2.0,4,15,4,9.6,7.0,8.4,34,197
3,2.0,4,25,4,10.9,7.9,9.6,29,224
2,1.8,4,22,3,8.3,6.3,7.4,38,173
2,1.8,4,25,3,8.6,6.6,7.7,37,180
0,2.5,4,15,3,10.2,7.6,9.0,31,211
0,2.5,4,25,3,10.2,7.7,9.0,31,210
13,0.9,3,8,4,7.5,6.1,6.9,41,157
11,2.0,4,23,4,10.2,8.5,9.4,30,222
11,2.5,4,21,3,9.6,7.5,8.7,32,204
11,2.5,4,25,3,10.6,8.4,9.6,29,227
0,2.0,4,21,3,8.5,6.4,7.6,37,177
0,2.0,4,24,3,9.5,7.0,8.4,34,197
9,2.0,4,21,3,8.5,6.4,7.6,37,177
9,2.0,4,24,3,9.5,7.0,8.4,34,197
2,2.5,4,21,3,9.0,6.5,7.9,36,185
2,2.5,4,25,3,10.7,7.8,9.4,30,220
2,3.6,6,21,3,11.9,8.2,10.2,28,239
11,2.5,4,21,3,9.3,7.1,8.3,34,196
11,2.5,4,25,3,11.0,8.2,9.7,29,228
11,3.6,6,21,3,12.0,8.6,10.5,27,246
0,2.0,4,23,4,12.5,9.5,11.2,25,254
